hbzId,subject,title,otherTitleInformation,corporateBodyForTitle
HT006998214,NULL,Mitteilungsblatt der Vereinigung der Ehemaligen Schüler des Lessing-Gymnasiums zu Bochum-Langendreer,NULL,NULL
HT018461554,NULL,15. Kölner Kanal- und Kläranlagen-Kolloquium,"1. und 2. Oktober 2014 im Maternushaus, Köln",NULL
HT019058084,NULL,Nasaler kontinuierlicher positiver Atemwegsdruck bei Patienten nach großem thorakalem Gefäßeingriff,NULL,NULL
HT019059299,NULL,Quantifizierung frühbesiedelnder oraler Actinomyces spp. mittels neu etablierter TaqMan-PCRs,NULL,NULL
HT013529064,NULL,"Technische Vortragsveranstaltung aus Anlass des Ausscheidens des Geschäftsführers der Westfälischen Berggewerkschaftskasse, Herrn Assessor des Bergfachs Franz-Rudolf Limper",NULL,NULL
HT013727227,NULL,Polyglott,Gedichte. Mit drei Farbradierungen von Wolff Buchholz.,NULL
HT014699962,NULL,Dialog,NULL,NULL
HT002421041,NULL,Kartonschnitte,NULL,NULL
HT013270476,NULL,"Die land- und forstwirtschaftliche Struktur und deren Entwicklung im Bereich des Landschaftsplanes Stadt Laasphe, Kreis Siegen",NULL,NULL
HT013441014,NULL,Armut und Reichtum in Düsseldorf,Fortschreibung 1998,NULL
HT015597804,NULL,"Die Eifel-Gang, 2: Der alte Hase vom Hühnerbusch",NULL,NULL
HT014579061,NULL,"Der Rheinisch-Bergische Kreis und seine Gemeinden, 9: Entwicklung der Schulpflichtigen 1984 - 1990",NULL,NULL
HT014584113,NULL,Endstation Abendrot,ein Steeler-Straße-Krimi,NULL
HT019094634,NULL,Strain development of Gluconobacter oxydans: Complementation of non-functional metabolic pathways and increase of carbon flux,NULL,NULL
HT019449987,NULL,Blickränder,"Grenzen, Schwellen und ästhetische Randphänomene in den Künsten ; liber amicorum für Hans Körner",NULL
HT019262063,NULL,Ziele,NULL,NULL
HT015257209,NULL,Das Dach des Liesborner Abteigebäudes,NULL,NULL
HT015257258,NULL,Freude des Museums Abtei Liesborn 1984 - 2004: 20 Jahre engagierte Arbeit für den kulturellen Mittelpunkt im südöstlichen Münsterland,NULL,NULL
HT014191017,NULL,"Lesebuch, 1: Gedichte und Aphorismen",NULL,NULL
HT019430515,NULL,Das Rote Haus,Ergebnisse einer Fantasiereise : studentische Arbeiten aus 10 Jahren - eine Auswahl,NULL
HT019397496,NULL,Variance dynamics and VIX derivatives,on the importance of stochastic vol-of-vol,NULL
HT018470993,NULL,Folgen Sie mir bitte unauffällig!,Frau Möllenbaum klärt auf,NULL
HT018437914,NULL,War was? Heimat im Ruhrgebiet. Erinnerungsorte und Gedächtnisräume,6. Geschichtswettbewerb des Forums Geschichtskultur an Ruhr und Emscher e.V.,NULL
HT003487400,NULL,Dormagen,d. Stadt d. Geschichte live ; Unterrichts- u. Quellenmaterialien,NULL
HT003892974,NULL,"Neofaschismus, Rechtsradikalismus",Dokumentation zur Fachtagung d. Landesjugendringes NW vom 19.10.1987 in Düsseldorf,NULL
HT017243466,NULL,Anpacken statt einpacken!,Programm,NULL
HT017243033,NULL,Mein Vater war ein Wandersmann,Karl Bachler ; 1886 - 1976 : Gedenkschrift anlässlich des 100-jährigen Gebutstages,NULL
HT019093221,NULL,"Fluid flow, nonsmooth domains, and heterogeneous catalysis",NULL,NULL
HT012715960,NULL,Entsorgungsbetriebe-Wirtschaftsplan,NULL,NULL
HT001334784,NULL,Mensch und Umwelt,medizinische Environtologie,NULL
HT016291116,NULL,Das große Spiel,"Archäologie und Politik zur Zeit des Kolonialismus ; (1860 - 1940) ; [Begleitbuch zur Ausstellung Das Große Spiel - Archäologie und Politik ; Ruhr Museum, Weltkulturerbe Zollverein, Essen ; 12. Februar - 13. Juni 2010]",NULL
HT018896394,NULL,Islamunterricht - islamischer Religionsunterricht - Islamkunde,viele Titel - ein Fach?,NULL
HT018315873,NULL,"Ich bin ein Killer, 1: Abkehr und Blutbrand",NULL,NULL
HT010191029,NULL,Dokumentation des 3. Dortmunder Symposions für Pädagogische Psychologie 1998,NULL,NULL
HT018543637,NULL,Louis Berger,ein Leben im industriellen und politischen Aufbruch,NULL
HT019056618,NULL,Pankreatische alpha-Zellfunktion in Abhängigkeit vom Alter des Organismus im Mausmodell,NULL,NULL
HT018449481,NULL,100 Jahre Müllabfuhr in Bocholt,NULL,NULL
HT018173962,NULL,"""Euer Hannes vom Rhein"", 2: ""[Wir] glauben ... als ehrliche Vorkämpfer in guter und gerechter Form der Heimat gedient zu haben"" (1930 - 1933)",NULL,NULL
HT002164191,NULL,Methodische Möglichkeiten der Untersuchung der Tektonik im Oberkarbon des E'-Ruhrgebietes (Westfalen) am Beispiel von Emscher- und Essener Hauptmulde,NULL,NULL
HT014254274,NULL,Ausgewählte Handlungsfelder der Kinder- und Jugendhilfe,NULL,NULL
HT014198469,NULL,Ursachen und Lösungsmöglichkeiten für Probleme mit toxischen Schwermetallen bei der Trinkwassergewinnung und -aufbereitung,Dokumentation zum 17. Mülheimer Wassertechnischen Seminar vom 25.02. 2003,NULL
HT003272943,NULL,Essays for Professor R. E. H. Mellor,NULL,NULL
HT017229039,NULL,Islamfeindlichkeit,"Aspekte, Stimmen, Gegenstrategien ; Reader für MultiplikatorInnen in der Jugend- und Bildungsarbeit",NULL
TT000311727,NULL,Heinrich-Brauns-Preis 1994,"Verleihung an Adolf Schmidt und Leo Tindemans ; Samstag, 12. März 1994, im Saalbau zu Essen",NULL
HT017637166,NULL,"Seeluft, Fachwerk, Natur & Kultur",NULL,NULL
HT017491996,NULL,Schriftenreihe der VHS-Geschichtswerkstatt Ahlen,NULL,NULL
HT013865368,NULL,Eisenzeitliche Siedlungsreste auf den Randhöhen des Nierstals,NULL,NULL
HT013858859,NULL,"Geospace view, Düsseldorf",ein Stadtinformationssystem auf Basis der digitalen Luftbildkarte Deutschland ; Befliegung: September 1998/2000,NULL
HT007346932,NULL,"Lutz Görner präsentiert 'Droste für alle', briefe: Das 102-Briefebuch",NULL,NULL
HT018546004,NULL,Regionale und kommunale Bevölkerungsentwicklung und Auswirkungen auf ausgewählte Lebenslagen,NULL,NULL
HT019302553,NULL,Dat rustikale Schwoartbrot,NULL,NULL
HT018604173,NULL,Weitere Merkwürdigkeiten an den Externsteinen,geometrische Landschaftsfiguren - mundus - Keltenschanzen - Nekropole - elektromagnetische Anlagen,NULL
HT019092801,NULL,Der Seewolf,[Premiere 03. April 2016 Theater am Alten Markt],NULL
HT015762019,NULL,Vorträge der Baugrundtagung 2008 in Dortmund,24. - 27. September 2008,NULL
HT016261193,NULL,"Galgen, Rad und Scheiterhaufen","Einblicke in Orte des Grauens ; [Ausstellung Neanderthal Museum, 20.02. - 27.06.2010]",NULL
HT014439108,NULL,"Antisemitismus - ein gefährliches Erbe, 2: Handreichung für die pädagogische Praxis",NULL,NULL
HT014444870,NULL,Alfred Hullmann ; Wolfgang Seifert ; Bertram Cloos. [Hrsg.: Qualifikation und Erwerbstätigkeiten von Frauen in Nordrhein-Westfalen 1992-2002,Daten und Fakten,NULL
HT014432263,NULL,"Vermischte Schriften, 2",NULL,NULL
HT014432265,NULL,"Vermischte Schriften, 3",NULL,NULL
HT012893810,NULL,Sonderbeitrag zur Geschichte der Stadt Emmerich,NULL,NULL
HT012894435,NULL,Antiken der Sammlung Gerhard Alsters,urgeschichtliche und römische Funde,NULL
HT004814214,NULL,Dortmund im Jahre 1610,massstäbliche Rekonstruktion des Stadtbildes,NULL
BT000100437,NULL,Deutschland 1:300000,Deutschland,NULL
HT007431163,NULL,"Werke, 1: Romane",NULL,NULL
HT007431168,NULL,"Werke, 2: Romane, Novellen, Erzählungen",NULL,NULL
HT007431179,NULL,"Werke, 3: Autobiographische Schriften",NULL,NULL
HT008280557,NULL,Auf christlichem Fundament die Zukunft der Gemeinden weiterbauen,in Neuss,NULL
HT006341195,NULL,"Schriftenreihe Schloß Moyland, 5",NULL,NULL
HT003673557,NULL,"Epigraphische Studien, 13: Sammelband",NULL,NULL
HT014386077,NULL,Der Mensch lebt nicht vom Brot allein,Kultur für alle oder Träume von Spinnern; 77. Fachtagung der KPV/NW in Oberhausen,NULL
HT015967080,NULL,Wissenschaftstheorie - die Frage nach dem Wahrheitswert wissenschaftlicher Erkenntis,NULL,NULL
HT003757625,NULL,Jahrbuch des Geschichtsvereins der Gemeinde Inden,NULL,NULL
HT016386866,NULL,Befund und Rekonstruktion,NULL,NULL
HT016378965,NULL,Politischer Regionalismus,Identitätsstiftung und Neugliederung im Südwesten und anderen deutschen Bundesländern,NULL
HT016615519,NULL,"Sprache, Literatur, Kultur, Didaktik, 3,2: Fachdidaktik - Deutsch als Fremdsprache - Lexikographie",NULL,NULL
HT019483070,NULL,Berufsbildung für Geringqualifizierte,Barrieren und Erträge,NULL
TT002959384,NULL,Who's who,NULL,NULL
HT013994389,NULL,Denkanstöße,Impulse für innovative Unternehmensführung,NULL
HT007209405,NULL,GNS-Info,Informationsblatt der Gemeinschaft für Naturschutz Senne und Ostwestfalen e.V.,NULL
HT007025087,NULL,Theater-Rundschau Bonn,"Blätter für Bühne, Film, Musik u. Literatur",NULL
HT019052777,NULL,Die Körper der SS,"Ideologie, Propaganda und Gewalt",NULL
HT015824811,NULL,"Diese Landschaft ist nirgendwo, Ulrich Möckel, Christoph Seidel","[anlässlich der Ausstellungsreihe ""Diese Landschaft ist Nirgendwo"" ; Ausstellungsorte: Galerie Münsterland e.V., Emsdetten, [25. Januar bis 1. März 2009] ; Kunstverein Gütersloh [12. November bis 20. Dezember 2009]; Kunstverein Münsterland, Coesfeld [30. August bis 11. Oktober 2009]; Museum der Stadt Ratingen; Centrum Beeldende Kunst, Emmen [11. September bis 21. November 2010]]",NULL
HT013674251,NULL,Eifel,NULL,NULL
HT011097017,NULL,Sicherheit in der Stadt - Ordnungspartnerschaften zwischen Land und Kommunen,NULL,NULL
HT006723497,NULL,"Beiträge zur Stadtgeschichte, 17",NULL,NULL
HT013779790,NULL,"Sport, Gesundheitsförderung",Fachklassen des dualen Systems der Berufsausbildung ; Lehrplan zur Erprobung für das Berufskolleg in Nordrhein-Westfalen,NULL
HT003423072,NULL,Politik und Technik,Beitr. zur sozialwiss. Technikdiskussion,NULL
HT012765683,NULL,"In Sprache gebunden, 2,2",NULL,NULL
HT013176083,NULL,Sonderpädagogik,Fachkonferenz der KPV/NW in Wuppertal,NULL
HT013664108,NULL,"In Sprache gebunden, 5",NULL,NULL
HT017596007,NULL,"Chancen durch Arbeits-, Produkt- und Systemgestaltung - Zukunftsfähigkeit für Produktions- und Dienstleistungsunternehmen","Hochschule Niederrhein, Krefeld ; 27. Februar bis 01. März 2013",NULL
HT013421644,NULL,Glauben erfahren,NULL,NULL
HT002876321,NULL,"Zum Thema: Gesundheitserziehung durch das Gesundheitsamt, Möglichkeiten der Intensivierung",Referate u. Materialien von den Fortbildungsveranstaltungen Nr. 13/84 u. 26/84 d. Akademie für öffentliches Gesundheitswesen am 20. u. 21. Dez. 1984 in Bremen u. am 6. u. 7. Dez. 1984 in Düsseldorf,NULL
HT017788252,NULL,"Solingen '96, Info 2: Info 2",NULL,NULL
HT013777571,NULL,Der Nürnberger Buchdruck und die Wallfahrt zum Heiligen Rock,NULL,NULL
HT013890267,NULL,"Ecstasy, 1: Klassisches Ballett",NULL,NULL
HT017010890,NULL,"Werke, 9: Frühe Schriften, Vermischtes, Briefe",NULL,NULL
HT016975083,NULL,"Mönsterlänsk Sammelsurium, 1: Miäst up Platt",NULL,NULL
HT017727852,NULL,Transnationale Unternehmen - globale Netzwerke und lokales Engagement,globale Netzwerke und lokales Engagement,NULL
HT017722755,NULL,Die Johannis-Linie: Mainz - Mittelheim - Johannisberg,NULL,NULL
HT017757137,NULL,Bärensprung,das einsame Mädchen,NULL
HT017900916,NULL,Einführung,NULL,NULL
HT015394518,NULL,Faktorenanalysen bei Würstchen und Kartoffelsalat,NULL,NULL
HT015394313,NULL,Exkursionen nach Berlin,NULL,NULL
HT015394460,NULL,Orte der Kinder und Orte einer Kooperation - und die Zeit,NULL,NULL
HT015394485,NULL,Die Regel und die Ausnahme,NULL,NULL
HT015516699,NULL,Schwere Arbeit,"""Anerkennung"" montanindustrieller Arbeit ; Feuerarbeit und Fotografie ; Abschied vom Malocher ; Arbeiten an der ""Kette"" ; ""Leichte"" Arbeit in der Bekleidungsindustrie ; Heroische Arbeiter in der bildenden Kunst ; Arbeiterliteratur ; Schwere Arbeit ausstellen",NULL
HT015567688,NULL,Die Katholisch-Theologische Fakultät der Westfälischen Wilhelms-Universität im Dritten Reich,NULL,NULL
HT016429437,NULL,Werenfried van Straaten,NULL,NULL
HT016636939,NULL,"Ausgewählte Werke, B,19: Messe B-Dur für Soli, Chor und Orchester",WoO (1787),NULL
HT018858019,NULL,Alles ist Architektur?,"Ausstellen und Forschen: Hans Hollein und das Museum Abteiberg : Beiträge aus dem Forschungsprojekt 'Die Ausstellung als Entwurf von Realität - Hans Holleins Entwurfsmethodik' und dem Symposium 'Hans Hollein in retrospect'. 'Die Aktualität einer neuen Forschung', einer Veranstaltung zur Diskussion neuer Forschungsfragen zum Abschluss der Ausstellung 'Hans Hollein: Alles ist Architektur' im Museum Abteiberg am 28. September 2014",NULL
HT018483696,NULL,Folkwang Edition / Book,Folkwang Edition,NULL
HT018483722,NULL,"Folkwang Edition, 1",NULL,NULL
HT019525406,NULL,Azubi Basics,die besten Insider-Tipps für einen perfekten Start : mit tollen Ausbildungsangeboten aus Deiner Region,NULL
HT019525405,NULL,Azubi Basics,die besten Insider-Tipps für einen perfekten Start,NULL
HT019525404,NULL,Azubi Basics,die besten Insider-Tipps für einen perfekten Start,NULL
HT019580052,NULL,"Ebert Wirth zum Anstoß, 1629 als Zauberer in Siegen verbrannt",Fragmente eines Lebens,NULL
HT019392395,NULL,Zwischen Seelsorge und Politik,katholische Bischöfe in der NS-Zeit,NULL
HT019230641,NULL,Die Staufer und der Norden Deutschlands,NULL,NULL
TT002205618,NULL,Die Kölner Straße ; vom Dreieck bis zum Dickenbusch,NULL,NULL
TT002205619,NULL,Kölner Straße. Teil 2. ; vom Neumarkt bis zum Mühlenplatz,NULL,NULL
HT007675755,NULL,Abgehauen,Möglichkeiten und Grenzen außerinstitutioneller Ausreißerinitiativen,NULL
HT007579974,NULL,"Global denken, lokal handeln",Tagungsband,NULL
HT016186525,NULL,Reinhard Mohn - Gesamtausgabe,"""Die Gesellschaft nur ein klein wenig besser machen""",NULL
HT018401540,NULL,Ausgewählte Aspekte der Kultur und Geschichte des Haushalts,NULL,NULL
HT019087156,NULL,Spielzeit 2012/13,NULL,NULL
HT011159700,NULL,Mechanisch-biologische Restabfallbehandlung und Anaerobverfahren,59. Informationsgespräch in Neuwied im Oktober 1999,NULL
HT013973579,NULL,"Werke, 5: Notitiae Malabaricae",NULL,NULL
HT019458419,NULL,Unternehmenssteuerung der Zukunft,"innovativ, flexibel, proaktiv",NULL
HT006956932,NULL,Postgeschichte am Niederrhein,NULL,NULL
HT011095842,NULL,Damenwahl,NULL,NULL
HT011105613,NULL,Aspekte zur Bankbetriebslehre,NULL,NULL
HT018664913,NULL,Zum Informationsfluss in wirtschaftlichen und nicht wirtschaftlichen Organisationen,NULL,NULL
HT015208375,NULL,Mein Leben als Schalker,NULL,NULL
HT017144622,NULL,Biologische Vielfalt - ein Thema für Heimatmuseen,Leitfaden mit Empfehlungen und Anregungen ; Beiträge zu den Workshops am 16. und 17. November 2010 in Detmold sowie am 7. und 8. April 2011 in Bergneustadt,NULL
HT013161557,NULL,Ausbau und Stärkung eines Qualitätsnetzwerks für Volkshochschulen,NULL,NULL
HT013211064,NULL,Kultur und öffentlicher Raum,NULL,NULL
HT013161543,NULL,Gründung eines Qualitätsnetzwerks für Volkshochschulen,NULL,NULL
HT013252742,NULL,Das Ruhrgebiet auf dem Abstellgleis?,Zur Entwicklung der Infrastrukturgüte im Schienenpersonenverkehr des vereinten Deutschlands,NULL
HT017755094,NULL,Krevetsiek,ein Drama basierend auf einer wahren Begebenheit,NULL
HT017614959,NULL,"Kunst, Schule, Kinder",künstlerische Projekte an Schulen - eine Dokumentation,NULL
HT018647443,NULL,Familiengeschichtliche Arbeiten,NULL,NULL
HT019092436,NULL,Transcriptional adaptation in response to changing environments in plants with specialized photosynthesis types,NULL,NULL
HT019092462,NULL,Transcriptional adaptation in response to changing environments in plants with specialized photosynthesis types,NULL,NULL
HT019183821,NULL,Schriften der Friedrich-Spee-Gesamtschule,NULL,NULL
HT006474029,NULL,Wasser und Stadt,NULL,NULL
HT016534216,NULL,Ganztags Schule,"Bericht, Positionen, Meinungen",NULL
HT019301173,NULL,Die Kreuzkapelle auf dem Loermund,vor 125 Jahren erbaut,NULL
HT006688676,NULL,Mathematik in der Umwelttechnik,Bad Honnef am 19./20. Juni 1995,NULL
HT016437948,NULL,Städtebauliche Verträge und Vergaberecht,Symposium des Zentralinstituts für Raumplanung an der Universität Münster am 24. Juni 2009,NULL
HT015305002,NULL,Regionale Kooperation in der Stadt- und Verkehrsplanung,"Tagungsband zum 8. Aachener Kolloquium ""Mobilität und Stadt"", AMUS 2007",NULL
TT002702042,NULL,Industrie- und Technikmuseen im Wandel,Standortbestimmungen und Perspektiven,NULL
HT019445293,NULL,Kürten im Naturpark Bergisches Land,mit Wanderwegen des Sauerländischen Gebirgsvereins e.V.,NULL
HT005549195,NULL,Stadtentwicklungen unter Bedingungen des Schrumpfens,"Referate d. IV. Theorie-Praxis-Forums, 29.10. - 26.11. 1986, Praxisschwerpunkt ""Regional- und Raumplanung"" d. Fakultaet fuer Soziologie",NULL
HT015006889,NULL,Der Stadtbus fuhr schon 1927 in Südlengern,"damals als Stadtverkehr nicht auf Dauer tragbar, heute unverzichtbare Einrichtung",NULL
HT019092581,NULL,Application of coarse grained force fields for protein-protein docking,NULL,NULL
HT006505444,NULL,Marketing für Finanzdienstleistungen,Dokumentation des Workshops vom 20. Juni 1988,NULL
HT019063789,NULL,Exploration of the potential of the hydroxynitrile lyase from Arabidopsis thaliana in a micro-aqueous organic solvent system,NULL,NULL
HT013247012,NULL,Schienenverkehr an Rhein und Ruhr,NULL,NULL
HT013240019,NULL,"Werke, 1,2: Heutiges Japan",NULL,NULL
HT017585990,NULL,Trier,ein Bollmannplan ; Bildplan und Stadtplan,NULL
HT006952633,NULL,Rheinischer Bauernkalender,NULL,NULL
HT012968172,NULL,Deutschland 1:100000,Deutschland,NULL
HT014997615,NULL,Exkursion Münster,Erbdrostenhof ; Dom und Domkammer ; Westfälisches Landesmuseum für Kunst- und Kulturgeschichte ; Priesterseminar an der Überwasserkirche mit Bibliotheksneubau 2004/2005 ; Stadttheater,NULL
HT015004645,NULL,Südlengern im 30jährigen Krieg,die Bauern wurden von bewaffneten Banden bedroht und erpresst,NULL
HT015004543,NULL,Siedlung des Hoch- und Spätmittelalters,das Holzgericht wurde meist in der Elsemühle abgehalten,NULL
HT015002812,NULL,"""Nahe am Menschen"" - meine Erinnerungen an Dortmund",NULL,NULL
HT013722858,NULL,"Grundlegung einer Kultur unternehmerischer Selbständigkeit in der Berufsbildung (KUS), 3: Berichtszeitraum: Oktober 2002 bis März 2003",NULL,NULL
HT015003007,NULL,"Gemeindeporträts: Geschichte und Gemeindeleben, Kirchbauten und Kunstschätze",NULL,NULL
HT014997645,NULL,Recklinghausen,Gustav-Adolf-Kirche,NULL
HT015002756,NULL,"Von der ""Bruderschaft der christlichen Mütter"" zur kfd der Liebfrauen-Gemeinde",NULL,NULL
HT015004418,NULL,Bevölkerungsbewegung in Südlengern 1550-2000,"Fortschreibung einer Aufstellung aus der Festschrift ""800 Jahre Südlengern""",NULL
HT015000065,NULL,Menschenfischer,NULL,NULL
HT015062905,NULL,"Das Bürgerfunkstudio im Bert-Brecht-Haus (Oberhausen) mit dem Projekt ""Eine virtuelle Gedenkhalle""",NULL,NULL
HT015063074,NULL,Die Neue Welt,"Stift Melk, Stiftspark (Ein Projekt im Rahmen von ""Kunst im öffentlichen Raum"", Niederösterreich) Seit 2006, permanent",NULL
HT015063039,NULL,Ein Balanceakt,"Fridericianum, Kassel, documenta X, 1997 ; 21. Juni - 28. September 1997",NULL
HT015062930,NULL,"Die Welle e.V. (Remscheid) mit dem Projekt ""woher - wohin?""",NULL,NULL
HT015063055,NULL,Interpellations,"American Fine Arts, Co., New York 16. April - 7. Mai 1994",NULL
HT015063063,NULL,Köln - Düsseldorf,"Galerie Christian Nagel, Köln 6. Oktober - 10. November 1990",NULL
HT015063062,NULL,Basics,"Museum für Gegenwartskunst Basel, plug.in und Basler Papiermühle 19. Januar - 15. April 2007",NULL
HT015062886,NULL,"Das Bürgermedienzentrum Bennohaus (Münster) mit dem Projekt ""Migranten in Münster - wie wir miteinander leben""",NULL,NULL
HT015063070,NULL,Der Campus als Kunstwerk,"Campus der Universität Lüneburg Seit 1998, permanent",NULL
HT015063029,NULL,Kleiner Führer durch die ehemalige Kurfürstliche Gemäldegalerie Düsseldorf 1986,"Rundgang, Kunstakademie Düsseldorf 5.-8. Februar 1986",NULL
HT015006300,NULL,Hexensagen aus Alt Südlengern,einem Mädchen kratzten die Hexen die Augen aus,NULL
HT017614548,NULL,"Verantwortliches Planen, Bauen, Bewirtschaften - Sicherung der Zukunftsfähigkeit der Universitäten","Abschlussdokumentation der [zur] 55. Jahrestagung der Kanzlerinnen und Kanzler der Universitäten Deutschlands ; Heinrich-Heine-Universität Düsseldorf, 27.-29. September 2012",NULL
HT014991114,NULL,Rückblicke,NULL,NULL
HT014991124,NULL,Bewegte Zeiten,NULL,NULL
HT014991527,NULL,Wilde Jugendjahre,NULL,NULL
HT014991521,NULL,"""Theater"" am Teutoburger Wald",NULL,NULL
HT014991134,NULL,Die alte Volksschule,NULL,NULL
HT014991530,NULL,Gefahr im Bocketal,NULL,NULL
HT014991067,NULL,An der Wallbrücke,NULL,NULL
HT006770638,NULL,"Europäische Rechtssetzung zum Umweltschutz, 2: Tagung Düsseldorf, 7. und 8. September 1995",NULL,NULL
HT015293076,NULL,"Grenzgänge in der Musik vom Mittelalter bis zum 21. Jahrhundert, 1,B: 09. - 13. November 2005",NULL,NULL
HT005519704,NULL,"Die Struktur der Land- und Forstwirtschaft und deren Entwicklungsmoeglichkeiten im Bereich des Landschaftsplanes. Bueren-Wuenneberg, Kreis Paderborn",NULL,NULL
HT015529205,NULL,"Die Familienbibel, 2: Von der Besatzungszone zur Wiedervereinigung",1948 bis 1994,NULL
HT015830256,NULL,Standard Operating Procedure,"ich würde nicht empfehlen, in nächster Zeit Urlaub im Irak zu machen",NULL
HT014786334,NULL,KommunalDienst,Wissen für den Rat ; aus der Praxis für die Praxis,NULL
HT015914029,NULL,Dauerwelle und Backenbart,HauptSache schön ; Begleitdokumentation zur Sonderausstellung,NULL
HT019269804,NULL,Veränderung,NULL,NULL
TT002164024,NULL,Windkraftanlagen in Westfalen-Lippe,die Windmühle in Petershagen-Bierde im Mühlenkreis Minden-Lübbecke ; Voruntersuchung und Restaurierung,NULL
HT019063672,NULL,"Crystal Engineering mit Alkan-α,ω-diphosphonsäuren unterschiedlicher Kettenlänge",NULL,NULL
HT019198136,NULL,The linkages of financial markets and the production side of the economy,NULL,NULL
HT004946014,NULL,Neue Wege in der Abfallwirtschaft - Handlungsmöglichkeiten der Kommunen,Dokumentation des Workshops am 11./12.6.1991,NULL
HT013895400,NULL,Die Glocken der St.-Johannes-Pfarrkirche in Coesfeld-Lette,NULL,NULL
HT015471743,NULL,Sicherheitswissenschaftliches Kolloquium,"[durchgeführt vom Fachgebiet Sicherheitstechnik, Sicherheits- und Qualitätsrecht in der Abteilung Sicherheitstechnik des Fachbereichs D der Bergischen Universität Wuppertal ...]",NULL
HT002152849,NULL,Ausländerfeindlichkeit,NULL,NULL
HT007571453,NULL,"Werke, 4: Essays, Aufsätze, Marginalien",NULL,NULL
HT007571457,NULL,"Werke, 6: Hörspiele, Drehbücher, Gedichte",NULL,NULL
HT007502755,NULL,Infoblattsammlung,NULL,"Stadt Duisburg, Der Oberstadtdirektor"
HT015361061,NULL,Im Dienste der Marienverehrung,Bildereinrahmen für die häusliche Frömmigkeit,NULL
HT015361193,NULL,Schmerzenreich oder Königlich,NULL,NULL
HT015361203,NULL,Monastra te esse Matrem,eine barocke Stiftung des Freifräuleins Johanna Maria Katharina von Winkelhausen für das Attendorner St.-Barbara-Hospital,NULL
HT015361336,NULL,Franz Joseph Koch und Maria Koch - die Herausgeber des Kevelaerer Wallfahrtskalenders,NULL,NULL
HT015361121,NULL,Reisebeschreibung meiner Fußwallfahrt von Arpe nach Werl,NULL,NULL
HT015361135,NULL,Marienverehrung in Schlesien und Sauerland,NULL,NULL
HT015361256,NULL,Die Wallfahrt zur Herzogin des Sauerlandes - unsere liebe Frau von Merklinghausen/Hallenberg,NULL,NULL
HT015361157,NULL,1959 - im Triumphzug nach Bödefeld: die Gottesmutter von Werl,NULL,NULL
HT015361168,NULL,Maria in tausend Bildern im Land der tausend Berge,eine Bilderreise durch die Jahrhunderte,NULL
HT015361320,NULL,Die Schönstatt-Kapelle auf Gut Wintrop bei Arnsberg,NULL,NULL
HT015361057,NULL,"""Althergebrachte Prozessionen und Wallfahrten"" im Amt Schmallenberg im Angesicht nationalsozialistischer Kirchen- und Religionsfeindschaft",NULL,NULL
HT017048498,NULL,"Feuerwehren in Hagen, 1: Die Kraftfahrzeuge",NULL,NULL
HT010411699,NULL,Fachveranstaltung '88 - Dienst für den Bürger Rund um die Uhr - Wechselschichtdienst der Polizei!,"Mittwoch, 23. November 1988, Bielefeld, Ravensberger Spinnerei",NULL
HT019378248,NULL,"Geseke, 1",NULL,NULL
BT000003728,NULL,Festschrift zum 75-jährigen Bestehen des Sozialdienst Katholischer Männer Münster e.V.,[1912 - 1987],NULL
BT000003733,NULL,Spaziergänge in Erle,NULL,NULL
BT000003735,NULL,Der Friedenssaal,NULL,NULL
BT000003798,NULL,Malerisches Münster,NULL,NULL
BT000005153,NULL,Die Frühergebnisse der rekonstruktiven Gefäßchirurgie eines mittelgroßen Krankenhauses am Beispiel des St. Barbara Hospitals in Gladbeck von 1982 - 1988,NULL,NULL
BT000005151,NULL,Das Erlebnis der Aufnahme in eine psychiatrische Klinik,Gespräche mit Patienten in Berlin (DDR) und Gütersloh (BRD),NULL
BT000003820,NULL,[Deutscher Baustellen-Informations-Dienst / 43] Deutscher Baustellen-Informations-Dienst,"Hoch- und Tiefbauten aus Deutschland in Planung und Bau ; DBI. 43, Westliches Ruhrgebiet",NULL
BT000004044,NULL,Festschrift zum 19. Bundestreffen der Grottkauer,Beckum/Warendorf 12./13. September 1992 und zum Tag der Heimat 1992,NULL
BT000004053,NULL,Tag der offenen Tür 1992,150 Jahre Feuerwehr in Vorhelm seit 1841,NULL
TT001007579,NULL,Waldbau und Naturschutz,NULL,NULL
BT000003676,NULL,Innovation und Technologietransfer im Ruhrgebiet,"VDI-GIS-Seminar, 14./5.3.1985",NULL
BT000003670,NULL,Querschnittstudie zur Lebenssituation von Ein-Eltern-Familien in der Stadt Hamm,Zwischenbericht,NULL
BT000004487,NULL,Sich selbst und anderen helfen,Selbsthilfe-Förderung in Münster ; Information,NULL
HT018605419,NULL,Unterwegs mit den Flusspiraten,eine Geschichte,NULL
HT017057393,NULL,"Das ""Kerkelyk Leesblad"" (1801/02)",eine katholische Zeitschrift für den Niederrhein zwischen Aufklärung und Traditionalität,NULL
HT015840723,NULL,Joseph Beuys,NULL,NULL
HT019375987,NULL,Leben und Arbeiten in OstWestfalenLippe,NULL,NULL
HT012891774,NULL,NULL,NULL,NULL
HT013700870,NULL,"Werke, 4: Briefsatiren",NULL,NULL
HT013700877,NULL,"Werke, 6: Diversa",NULL,NULL
HT017459411,NULL,Die Entstehung des modernen Unternehmens 1400 - 1860,NULL,NULL
